Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1/3/2020,VN,Viet Nam,WPRO,0,0,0,0
1/4/2020,VN,Viet Nam,WPRO,0,0,0,0
1/5/2020,VN,Viet Nam,WPRO,0,0,0,0
1/6/2020,VN,Viet Nam,WPRO,0,0,0,0
1/7/2020,VN,Viet Nam,WPRO,0,0,0,0
1/8/2020,VN,Viet Nam,WPRO,0,0,0,0
1/9/2020,VN,Viet Nam,WPRO,0,0,0,0
1/10/2020,VN,Viet Nam,WPRO,0,0,0,0
1/11/2020,VN,Viet Nam,WPRO,0,0,0,0
1/12/2020,VN,Viet Nam,WPRO,0,0,0,0
1/13/2020,VN,Viet Nam,WPRO,0,0,0,0
1/14/2020,VN,Viet Nam,WPRO,0,0,0,0
1/15/2020,VN,Viet Nam,WPRO,0,0,0,0
1/16/2020,VN,Viet Nam,WPRO,0,0,0,0
1/17/2020,VN,Viet Nam,WPRO,0,0,0,0
1/18/2020,VN,Viet Nam,WPRO,0,0,0,0
1/19/2020,VN,Viet Nam,WPRO,0,0,0,0
1/20/2020,VN,Viet Nam,WPRO,0,0,0,0
1/21/2020,VN,Viet Nam,WPRO,0,0,0,0
1/22/2020,VN,Viet Nam,WPRO,0,0,0,0
1/23/2020,VN,Viet Nam,WPRO,0,0,0,0
1/24/2020,VN,Viet Nam,WPRO,0,0,0,0
1/25/2020,VN,Viet Nam,WPRO,2,2,0,0
1/26/2020,VN,Viet Nam,WPRO,0,2,0,0
1/27/2020,VN,Viet Nam,WPRO,0,2,0,0
1/28/2020,VN,Viet Nam,WPRO,0,2,0,0
1/29/2020,VN,Viet Nam,WPRO,0,2,0,0
1/30/2020,VN,Viet Nam,WPRO,0,2,0,0
1/31/2020,VN,Viet Nam,WPRO,0,2,0,0
2/1/2020,VN,Viet Nam,WPRO,3,5,0,0
2/2/2020,VN,Viet Nam,WPRO,1,6,0,0
2/3/2020,VN,Viet Nam,WPRO,1,7,0,0
2/4/2020,VN,Viet Nam,WPRO,0,7,0,0
2/5/2020,VN,Viet Nam,WPRO,3,10,0,0
2/6/2020,VN,Viet Nam,WPRO,0,10,0,0
2/7/2020,VN,Viet Nam,WPRO,2,12,0,0
2/8/2020,VN,Viet Nam,WPRO,1,13,0,0
2/9/2020,VN,Viet Nam,WPRO,0,13,0,0
2/10/2020,VN,Viet Nam,WPRO,1,14,0,0
2/11/2020,VN,Viet Nam,WPRO,0,14,0,0
2/12/2020,VN,Viet Nam,WPRO,1,15,0,0
2/13/2020,VN,Viet Nam,WPRO,0,15,0,0
2/14/2020,VN,Viet Nam,WPRO,1,16,0,0
2/15/2020,VN,Viet Nam,WPRO,0,16,0,0
2/16/2020,VN,Viet Nam,WPRO,0,16,0,0
2/17/2020,VN,Viet Nam,WPRO,0,16,0,0
2/18/2020,VN,Viet Nam,WPRO,0,16,0,0
2/19/2020,VN,Viet Nam,WPRO,0,16,0,0
2/20/2020,VN,Viet Nam,WPRO,0,16,0,0
2/21/2020,VN,Viet Nam,WPRO,0,16,0,0
2/22/2020,VN,Viet Nam,WPRO,0,16,0,0
2/23/2020,VN,Viet Nam,WPRO,0,16,0,0
2/24/2020,VN,Viet Nam,WPRO,0,16,0,0
2/25/2020,VN,Viet Nam,WPRO,0,16,0,0
2/26/2020,VN,Viet Nam,WPRO,0,16,0,0
2/27/2020,VN,Viet Nam,WPRO,0,16,0,0
2/28/2020,VN,Viet Nam,WPRO,0,16,0,0
2/29/2020,VN,Viet Nam,WPRO,0,16,0,0
3/1/2020,VN,Viet Nam,WPRO,0,16,0,0
3/2/2020,VN,Viet Nam,WPRO,0,16,0,0
3/3/2020,VN,Viet Nam,WPRO,0,16,0,0
3/4/2020,VN,Viet Nam,WPRO,0,16,0,0
3/5/2020,VN,Viet Nam,WPRO,0,16,0,0
3/6/2020,VN,Viet Nam,WPRO,0,16,0,0
3/7/2020,VN,Viet Nam,WPRO,2,18,0,0
3/8/2020,VN,Viet Nam,WPRO,2,20,0,0
3/9/2020,VN,Viet Nam,WPRO,10,30,0,0
3/10/2020,VN,Viet Nam,WPRO,1,31,0,0
3/11/2020,VN,Viet Nam,WPRO,3,34,0,0
3/12/2020,VN,Viet Nam,WPRO,4,38,0,0
3/13/2020,VN,Viet Nam,WPRO,6,44,0,0
3/14/2020,VN,Viet Nam,WPRO,3,47,0,0
3/15/2020,VN,Viet Nam,WPRO,6,53,0,0
3/16/2020,VN,Viet Nam,WPRO,4,57,0,0
3/17/2020,VN,Viet Nam,WPRO,4,61,0,0
3/18/2020,VN,Viet Nam,WPRO,5,66,0,0
3/19/2020,VN,Viet Nam,WPRO,10,76,0,0
3/20/2020,VN,Viet Nam,WPRO,9,85,0,0
3/21/2020,VN,Viet Nam,WPRO,6,91,0,0
3/22/2020,VN,Viet Nam,WPRO,3,94,0,0
3/23/2020,VN,Viet Nam,WPRO,19,113,0,0
3/24/2020,VN,Viet Nam,WPRO,10,123,0,0
3/25/2020,VN,Viet Nam,WPRO,11,134,0,0
3/26/2020,VN,Viet Nam,WPRO,7,141,0,0
3/27/2020,VN,Viet Nam,WPRO,12,153,0,0
3/28/2020,VN,Viet Nam,WPRO,10,163,0,0
3/29/2020,VN,Viet Nam,WPRO,11,174,0,0
3/30/2020,VN,Viet Nam,WPRO,14,188,0,0
3/31/2020,VN,Viet Nam,WPRO,15,203,0,0
4/1/2020,VN,Viet Nam,WPRO,4,207,0,0
4/2/2020,VN,Viet Nam,WPRO,11,218,0,0
4/3/2020,VN,Viet Nam,WPRO,15,233,0,0
4/4/2020,VN,Viet Nam,WPRO,6,239,0,0
4/5/2020,VN,Viet Nam,WPRO,1,240,0,0
4/6/2020,VN,Viet Nam,WPRO,1,241,0,0
4/7/2020,VN,Viet Nam,WPRO,4,245,0,0
4/8/2020,VN,Viet Nam,WPRO,4,249,0,0
4/9/2020,VN,Viet Nam,WPRO,2,251,0,0
4/10/2020,VN,Viet Nam,WPRO,4,255,0,0
4/11/2020,VN,Viet Nam,WPRO,2,257,0,0
4/12/2020,VN,Viet Nam,WPRO,1,258,0,0
4/13/2020,VN,Viet Nam,WPRO,4,262,0,0
4/14/2020,VN,Viet Nam,WPRO,3,265,0,0
4/15/2020,VN,Viet Nam,WPRO,1,266,0,0
4/16/2020,VN,Viet Nam,WPRO,1,267,0,0
4/17/2020,VN,Viet Nam,WPRO,1,268,0,0
4/18/2020,VN,Viet Nam,WPRO,0,268,0,0
4/19/2020,VN,Viet Nam,WPRO,0,268,0,0
4/20/2020,VN,Viet Nam,WPRO,0,268,0,0
4/21/2020,VN,Viet Nam,WPRO,0,268,0,0
4/22/2020,VN,Viet Nam,WPRO,0,268,0,0
4/23/2020,VN,Viet Nam,WPRO,0,268,0,0
4/24/2020,VN,Viet Nam,WPRO,0,268,0,0
4/25/2020,VN,Viet Nam,WPRO,2,270,0,0
4/26/2020,VN,Viet Nam,WPRO,0,270,0,0
4/27/2020,VN,Viet Nam,WPRO,0,270,0,0
4/28/2020,VN,Viet Nam,WPRO,0,270,0,0
4/29/2020,VN,Viet Nam,WPRO,0,270,0,0
4/30/2020,VN,Viet Nam,WPRO,0,270,0,0
5/1/2020,VN,Viet Nam,WPRO,0,270,0,0
5/2/2020,VN,Viet Nam,WPRO,0,270,0,0
5/3/2020,VN,Viet Nam,WPRO,0,270,0,0
5/4/2020,VN,Viet Nam,WPRO,1,271,0,0
5/5/2020,VN,Viet Nam,WPRO,0,271,0,0
5/6/2020,VN,Viet Nam,WPRO,0,271,0,0
5/7/2020,VN,Viet Nam,WPRO,0,271,0,0
5/8/2020,VN,Viet Nam,WPRO,17,288,0,0
5/9/2020,VN,Viet Nam,WPRO,0,288,0,0
5/10/2020,VN,Viet Nam,WPRO,0,288,0,0
5/11/2020,VN,Viet Nam,WPRO,0,288,0,0
5/12/2020,VN,Viet Nam,WPRO,0,288,0,0
5/13/2020,VN,Viet Nam,WPRO,0,288,0,0
5/14/2020,VN,Viet Nam,WPRO,0,288,0,0
5/15/2020,VN,Viet Nam,WPRO,0,288,0,0
5/16/2020,VN,Viet Nam,WPRO,25,313,0,0
5/17/2020,VN,Viet Nam,WPRO,5,318,0,0
5/18/2020,VN,Viet Nam,WPRO,2,320,0,0
5/19/2020,VN,Viet Nam,WPRO,4,324,0,0
5/20/2020,VN,Viet Nam,WPRO,0,324,0,0
5/21/2020,VN,Viet Nam,WPRO,0,324,0,0
5/22/2020,VN,Viet Nam,WPRO,0,324,0,0
5/23/2020,VN,Viet Nam,WPRO,0,324,0,0
5/24/2020,VN,Viet Nam,WPRO,1,325,0,0
5/25/2020,VN,Viet Nam,WPRO,0,325,0,0
5/26/2020,VN,Viet Nam,WPRO,1,326,0,0
5/27/2020,VN,Viet Nam,WPRO,1,327,0,0
5/28/2020,VN,Viet Nam,WPRO,0,327,0,0
5/29/2020,VN,Viet Nam,WPRO,0,327,0,0
5/30/2020,VN,Viet Nam,WPRO,0,327,0,0
5/31/2020,VN,Viet Nam,WPRO,1,328,0,0
6/1/2020,VN,Viet Nam,WPRO,0,328,0,0
6/2/2020,VN,Viet Nam,WPRO,0,328,0,0
6/3/2020,VN,Viet Nam,WPRO,0,328,0,0
6/4/2020,VN,Viet Nam,WPRO,0,328,0,0
6/5/2020,VN,Viet Nam,WPRO,0,328,0,0
6/6/2020,VN,Viet Nam,WPRO,1,329,0,0
6/7/2020,VN,Viet Nam,WPRO,0,329,0,0
6/8/2020,VN,Viet Nam,WPRO,0,329,0,0
6/9/2020,VN,Viet Nam,WPRO,3,332,0,0
6/10/2020,VN,Viet Nam,WPRO,0,332,0,0
6/11/2020,VN,Viet Nam,WPRO,0,332,0,0
6/12/2020,VN,Viet Nam,WPRO,0,332,0,0
6/13/2020,VN,Viet Nam,WPRO,0,332,0,0
6/14/2020,VN,Viet Nam,WPRO,2,334,0,0
6/15/2020,VN,Viet Nam,WPRO,0,334,0,0
6/16/2020,VN,Viet Nam,WPRO,0,334,0,0
6/17/2020,VN,Viet Nam,WPRO,1,335,0,0
6/18/2020,VN,Viet Nam,WPRO,0,335,0,0
6/19/2020,VN,Viet Nam,WPRO,7,342,0,0
6/20/2020,VN,Viet Nam,WPRO,7,349,0,0
6/21/2020,VN,Viet Nam,WPRO,0,349,0,0
6/22/2020,VN,Viet Nam,WPRO,0,349,0,0
6/23/2020,VN,Viet Nam,WPRO,0,349,0,0
6/24/2020,VN,Viet Nam,WPRO,0,349,0,0
6/25/2020,VN,Viet Nam,WPRO,3,352,0,0
6/26/2020,VN,Viet Nam,WPRO,0,352,0,0
6/27/2020,VN,Viet Nam,WPRO,1,353,0,0
6/28/2020,VN,Viet Nam,WPRO,2,355,0,0
6/29/2020,VN,Viet Nam,WPRO,0,355,0,0
6/30/2020,VN,Viet Nam,WPRO,0,355,0,0
7/1/2020,VN,Viet Nam,WPRO,0,355,0,0
7/2/2020,VN,Viet Nam,WPRO,0,355,0,0
7/3/2020,VN,Viet Nam,WPRO,0,355,0,0
7/4/2020,VN,Viet Nam,WPRO,0,355,0,0
7/5/2020,VN,Viet Nam,WPRO,0,355,0,0
7/6/2020,VN,Viet Nam,WPRO,0,355,0,0
7/7/2020,VN,Viet Nam,WPRO,14,369,0,0
7/8/2020,VN,Viet Nam,WPRO,0,369,0,0
7/9/2020,VN,Viet Nam,WPRO,0,369,0,0
7/10/2020,VN,Viet Nam,WPRO,0,369,0,0
7/11/2020,VN,Viet Nam,WPRO,1,370,0,0
7/12/2020,VN,Viet Nam,WPRO,0,370,0,0
7/13/2020,VN,Viet Nam,WPRO,2,372,0,0
7/14/2020,VN,Viet Nam,WPRO,0,372,0,0
7/15/2020,VN,Viet Nam,WPRO,1,373,0,0
7/16/2020,VN,Viet Nam,WPRO,8,381,0,0
7/17/2020,VN,Viet Nam,WPRO,0,381,0,0
7/18/2020,VN,Viet Nam,WPRO,1,382,0,0
7/19/2020,VN,Viet Nam,WPRO,0,382,0,0
7/20/2020,VN,Viet Nam,WPRO,1,383,0,0
7/21/2020,VN,Viet Nam,WPRO,1,384,0,0
7/22/2020,VN,Viet Nam,WPRO,17,401,0,0
7/23/2020,VN,Viet Nam,WPRO,7,408,0,0
7/24/2020,VN,Viet Nam,WPRO,4,412,0,0
7/25/2020,VN,Viet Nam,WPRO,3,415,0,0
7/26/2020,VN,Viet Nam,WPRO,3,418,0,0
7/27/2020,VN,Viet Nam,WPRO,2,420,0,0
7/28/2020,VN,Viet Nam,WPRO,11,431,0,0
7/29/2020,VN,Viet Nam,WPRO,15,446,0,0
7/30/2020,VN,Viet Nam,WPRO,13,459,0,0
7/31/2020,VN,Viet Nam,WPRO,50,509,0,0
8/1/2020,VN,Viet Nam,WPRO,49,558,2,2
8/2/2020,VN,Viet Nam,WPRO,32,590,1,3
8/3/2020,VN,Viet Nam,WPRO,31,621,3,6
8/4/2020,VN,Viet Nam,WPRO,31,652,2,8
8/5/2020,VN,Viet Nam,WPRO,20,672,0,8
8/6/2020,VN,Viet Nam,WPRO,45,717,0,8
8/7/2020,VN,Viet Nam,WPRO,33,750,2,10
8/8/2020,VN,Viet Nam,WPRO,39,789,0,10
8/9/2020,VN,Viet Nam,WPRO,23,812,0,10
8/10/2020,VN,Viet Nam,WPRO,29,841,1,11
8/11/2020,VN,Viet Nam,WPRO,6,847,4,15
8/12/2020,VN,Viet Nam,WPRO,19,866,2,17
8/13/2020,VN,Viet Nam,WPRO,17,883,1,18
8/14/2020,VN,Viet Nam,WPRO,28,911,3,21
8/15/2020,VN,Viet Nam,WPRO,19,930,1,22
8/16/2020,VN,Viet Nam,WPRO,21,951,1,23
8/17/2020,VN,Viet Nam,WPRO,13,964,1,24
8/18/2020,VN,Viet Nam,WPRO,19,983,1,25
8/19/2020,VN,Viet Nam,WPRO,6,989,0,25
8/20/2020,VN,Viet Nam,WPRO,4,993,0,25
8/21/2020,VN,Viet Nam,WPRO,14,1007,0,25
8/22/2020,VN,Viet Nam,WPRO,2,1009,0,25
8/23/2020,VN,Viet Nam,WPRO,5,1014,1,26
8/24/2020,VN,Viet Nam,WPRO,2,1016,1,27
8/25/2020,VN,Viet Nam,WPRO,6,1022,0,27
8/26/2020,VN,Viet Nam,WPRO,7,1029,0,27
8/27/2020,VN,Viet Nam,WPRO,5,1034,2,29
8/28/2020,VN,Viet Nam,WPRO,2,1036,1,30
8/29/2020,VN,Viet Nam,WPRO,2,1038,0,30
8/30/2020,VN,Viet Nam,WPRO,2,1040,2,32
8/31/2020,VN,Viet Nam,WPRO,0,1040,0,32
9/1/2020,VN,Viet Nam,WPRO,4,1044,2,34
9/2/2020,VN,Viet Nam,WPRO,0,1044,0,34
9/3/2020,VN,Viet Nam,WPRO,2,1046,0,34
9/4/2020,VN,Viet Nam,WPRO,0,1046,1,35
9/5/2020,VN,Viet Nam,WPRO,3,1049,0,35
9/6/2020,VN,Viet Nam,WPRO,0,1049,0,35
9/7/2020,VN,Viet Nam,WPRO,0,1049,0,35
9/8/2020,VN,Viet Nam,WPRO,0,1049,0,35
9/9/2020,VN,Viet Nam,WPRO,5,1054,0,35
9/10/2020,VN,Viet Nam,WPRO,5,1059,0,35
9/11/2020,VN,Viet Nam,WPRO,0,1059,0,35
9/12/2020,VN,Viet Nam,WPRO,1,1060,0,35
9/13/2020,VN,Viet Nam,WPRO,0,1060,0,35
9/14/2020,VN,Viet Nam,WPRO,3,1063,0,35
9/15/2020,VN,Viet Nam,WPRO,0,1063,0,35
9/16/2020,VN,Viet Nam,WPRO,0,1063,0,35
9/17/2020,VN,Viet Nam,WPRO,0,1063,0,35
9/18/2020,VN,Viet Nam,WPRO,3,1066,0,35
9/19/2020,VN,Viet Nam,WPRO,2,1068,0,35
9/20/2020,VN,Viet Nam,WPRO,0,1068,0,35
9/21/2020,VN,Viet Nam,WPRO,0,1068,0,35
9/22/2020,VN,Viet Nam,WPRO,0,1068,0,35
9/23/2020,VN,Viet Nam,WPRO,0,1068,0,35
9/24/2020,VN,Viet Nam,WPRO,1,1069,0,35
9/25/2020,VN,Viet Nam,WPRO,0,1069,0,35
9/26/2020,VN,Viet Nam,WPRO,0,1069,0,35
9/27/2020,VN,Viet Nam,WPRO,0,1069,0,35
9/28/2020,VN,Viet Nam,WPRO,5,1074,0,35
9/29/2020,VN,Viet Nam,WPRO,3,1077,0,35
9/30/2020,VN,Viet Nam,WPRO,17,1094,0,35
10/1/2020,VN,Viet Nam,WPRO,1,1095,0,35
10/2/2020,VN,Viet Nam,WPRO,0,1095,0,35
10/3/2020,VN,Viet Nam,WPRO,1,1096,0,35
10/4/2020,VN,Viet Nam,WPRO,0,1096,0,35
10/5/2020,VN,Viet Nam,WPRO,0,1096,0,35
10/6/2020,VN,Viet Nam,WPRO,1,1097,0,35
10/7/2020,VN,Viet Nam,WPRO,1,1098,0,35
10/8/2020,VN,Viet Nam,WPRO,1,1099,0,35
10/9/2020,VN,Viet Nam,WPRO,1,1100,0,35
10/10/2020,VN,Viet Nam,WPRO,5,1105,0,35
10/11/2020,VN,Viet Nam,WPRO,2,1107,0,35
10/12/2020,VN,Viet Nam,WPRO,2,1109,0,35
10/13/2020,VN,Viet Nam,WPRO,1,1110,0,35
10/14/2020,VN,Viet Nam,WPRO,3,1113,0,35
10/15/2020,VN,Viet Nam,WPRO,9,1122,0,35
10/16/2020,VN,Viet Nam,WPRO,2,1124,0,35
10/17/2020,VN,Viet Nam,WPRO,0,1124,0,35
10/18/2020,VN,Viet Nam,WPRO,2,1126,0,35
10/19/2020,VN,Viet Nam,WPRO,8,1134,0,35
10/20/2020,VN,Viet Nam,WPRO,6,1140,0,35
10/21/2020,VN,Viet Nam,WPRO,1,1141,0,35
10/22/2020,VN,Viet Nam,WPRO,4,1145,0,35
10/23/2020,VN,Viet Nam,WPRO,3,1148,0,35
10/24/2020,VN,Viet Nam,WPRO,0,1148,0,35
10/25/2020,VN,Viet Nam,WPRO,12,1160,0,35
10/26/2020,VN,Viet Nam,WPRO,8,1168,0,35
10/27/2020,VN,Viet Nam,WPRO,1,1169,0,35
10/28/2020,VN,Viet Nam,WPRO,3,1172,0,35
10/29/2020,VN,Viet Nam,WPRO,1,1173,0,35
10/30/2020,VN,Viet Nam,WPRO,4,1177,0,35
10/31/2020,VN,Viet Nam,WPRO,0,1177,0,35
11/1/2020,VN,Viet Nam,WPRO,3,1180,0,35
11/2/2020,VN,Viet Nam,WPRO,0,1180,0,35
11/3/2020,VN,Viet Nam,WPRO,12,1192,0,35
11/4/2020,VN,Viet Nam,WPRO,11,1203,0,35
11/5/2020,VN,Viet Nam,WPRO,4,1207,0,35
11/6/2020,VN,Viet Nam,WPRO,3,1210,0,35
11/7/2020,VN,Viet Nam,WPRO,3,1213,0,35
11/8/2020,VN,Viet Nam,WPRO,0,1213,0,35
11/9/2020,VN,Viet Nam,WPRO,0,1213,0,35
11/10/2020,VN,Viet Nam,WPRO,3,1216,0,35
11/11/2020,VN,Viet Nam,WPRO,10,1226,0,35
11/12/2020,VN,Viet Nam,WPRO,26,1252,0,35
11/13/2020,VN,Viet Nam,WPRO,1,1253,0,35
11/14/2020,VN,Viet Nam,WPRO,3,1256,0,35
11/15/2020,VN,Viet Nam,WPRO,9,1265,0,35
11/16/2020,VN,Viet Nam,WPRO,16,1281,0,35
11/17/2020,VN,Viet Nam,WPRO,2,1283,0,35
11/18/2020,VN,Viet Nam,WPRO,5,1288,0,35
11/19/2020,VN,Viet Nam,WPRO,12,1300,0,35
11/20/2020,VN,Viet Nam,WPRO,4,1304,0,35
11/21/2020,VN,Viet Nam,WPRO,1,1305,0,35
11/22/2020,VN,Viet Nam,WPRO,1,1306,0,35
11/23/2020,VN,Viet Nam,WPRO,1,1307,0,35
11/24/2020,VN,Viet Nam,WPRO,5,1312,0,35
11/25/2020,VN,Viet Nam,WPRO,4,1316,0,35
11/26/2020,VN,Viet Nam,WPRO,5,1321,0,35
11/27/2020,VN,Viet Nam,WPRO,10,1331,0,35
11/28/2020,VN,Viet Nam,WPRO,8,1339,0,35
11/29/2020,VN,Viet Nam,WPRO,2,1341,0,35
11/30/2020,VN,Viet Nam,WPRO,2,1343,0,35
12/1/2020,VN,Viet Nam,WPRO,4,1347,0,35
12/2/2020,VN,Viet Nam,WPRO,4,1351,0,35
12/3/2020,VN,Viet Nam,WPRO,7,1358,0,35
12/4/2020,VN,Viet Nam,WPRO,3,1361,0,35
12/5/2020,VN,Viet Nam,WPRO,0,1361,0,35
12/6/2020,VN,Viet Nam,WPRO,4,1365,0,35
12/7/2020,VN,Viet Nam,WPRO,1,1366,0,35
12/8/2020,VN,Viet Nam,WPRO,1,1367,0,35
12/9/2020,VN,Viet Nam,WPRO,10,1377,0,35
12/10/2020,VN,Viet Nam,WPRO,4,1381,0,35
12/11/2020,VN,Viet Nam,WPRO,4,1385,0,35
12/12/2020,VN,Viet Nam,WPRO,6,1391,0,35
12/13/2020,VN,Viet Nam,WPRO,4,1395,0,35
12/14/2020,VN,Viet Nam,WPRO,2,1397,0,35
12/15/2020,VN,Viet Nam,WPRO,5,1402,0,35
12/16/2020,VN,Viet Nam,WPRO,3,1405,0,35
12/17/2020,VN,Viet Nam,WPRO,0,1405,0,35
12/18/2020,VN,Viet Nam,WPRO,2,1407,0,35
12/19/2020,VN,Viet Nam,WPRO,3,1410,0,35
12/20/2020,VN,Viet Nam,WPRO,1,1411,0,35
12/21/2020,VN,Viet Nam,WPRO,2,1413,0,35
12/22/2020,VN,Viet Nam,WPRO,1,1414,0,35
12/23/2020,VN,Viet Nam,WPRO,6,1420,0,35
12/24/2020,VN,Viet Nam,WPRO,1,1421,0,35
12/25/2020,VN,Viet Nam,WPRO,12,1433,0,35
12/26/2020,VN,Viet Nam,WPRO,6,1439,0,35
12/27/2020,VN,Viet Nam,WPRO,1,1440,0,35
12/28/2020,VN,Viet Nam,WPRO,1,1441,0,35
12/29/2020,VN,Viet Nam,WPRO,10,1451,0,35
12/30/2020,VN,Viet Nam,WPRO,3,1454,0,35
12/31/2020,VN,Viet Nam,WPRO,2,1456,0,35
1/1/2021,VN,Viet Nam,WPRO,9,1465,0,35
1/2/2021,VN,Viet Nam,WPRO,9,1474,0,35
1/3/2021,VN,Viet Nam,WPRO,8,1482,0,35
1/4/2021,VN,Viet Nam,WPRO,12,1494,0,35
1/5/2021,VN,Viet Nam,WPRO,3,1497,0,35
1/6/2021,VN,Viet Nam,WPRO,7,1504,0,35
1/7/2021,VN,Viet Nam,WPRO,1,1505,0,35
1/8/2021,VN,Viet Nam,WPRO,4,1509,0,35
1/9/2021,VN,Viet Nam,WPRO,3,1512,0,35
1/10/2021,VN,Viet Nam,WPRO,1,1513,0,35
1/11/2021,VN,Viet Nam,WPRO,1,1514,0,35
1/12/2021,VN,Viet Nam,WPRO,1,1515,0,35
1/13/2021,VN,Viet Nam,WPRO,5,1520,0,35
1/14/2021,VN,Viet Nam,WPRO,1,1521,0,35
1/15/2021,VN,Viet Nam,WPRO,10,1531,0,35
1/16/2021,VN,Viet Nam,WPRO,5,1536,0,35
1/17/2021,VN,Viet Nam,WPRO,1,1537,0,35
1/18/2021,VN,Viet Nam,WPRO,0,1537,0,35
1/19/2021,VN,Viet Nam,WPRO,2,1539,0,35
1/20/2021,VN,Viet Nam,WPRO,1,1540,0,35
1/21/2021,VN,Viet Nam,WPRO,4,1544,0,35
1/22/2021,VN,Viet Nam,WPRO,2,1546,0,35
1/23/2021,VN,Viet Nam,WPRO,2,1548,0,35
1/24/2021,VN,Viet Nam,WPRO,0,1548,0,35
1/25/2021,VN,Viet Nam,WPRO,0,1548,0,35
1/26/2021,VN,Viet Nam,WPRO,1,1549,0,35
1/27/2021,VN,Viet Nam,WPRO,2,1551,0,35
1/28/2021,VN,Viet Nam,WPRO,2,1553,0,35
1/29/2021,VN,Viet Nam,WPRO,98,1651,0,35
1/30/2021,VN,Viet Nam,WPRO,88,1739,0,35
1/31/2021,VN,Viet Nam,WPRO,42,1781,0,35
2/1/2021,VN,Viet Nam,WPRO,38,1819,0,35
2/2/2021,VN,Viet Nam,WPRO,32,1851,0,35
2/3/2021,VN,Viet Nam,WPRO,40,1891,0,35
2/4/2021,VN,Viet Nam,WPRO,57,1948,-35,0
2/5/2021,VN,Viet Nam,WPRO,9,1957,0,0
2/6/2021,VN,Viet Nam,WPRO,19,1976,0,0
2/7/2021,VN,Viet Nam,WPRO,9,1985,0,0
2/8/2021,VN,Viet Nam,WPRO,20,2005,0,0
2/9/2021,VN,Viet Nam,WPRO,48,2053,0,0
2/10/2021,VN,Viet Nam,WPRO,17,2070,0,0
2/11/2021,VN,Viet Nam,WPRO,39,2109,0,0
2/12/2021,VN,Viet Nam,WPRO,31,2140,0,0
2/13/2021,VN,Viet Nam,WPRO,2,2142,0,0
2/14/2021,VN,Viet Nam,WPRO,53,2195,0,0
2/15/2021,VN,Viet Nam,WPRO,34,2229,0,0
2/16/2021,VN,Viet Nam,WPRO,42,2271,0,0
2/17/2021,VN,Viet Nam,WPRO,40,2311,0,0
2/18/2021,VN,Viet Nam,WPRO,18,2329,0,0
2/19/2021,VN,Viet Nam,WPRO,18,2347,0,0
2/20/2021,VN,Viet Nam,WPRO,15,2362,0,0
2/21/2021,VN,Viet Nam,WPRO,6,2368,0,0
2/22/2021,VN,Viet Nam,WPRO,15,2383,0,0
2/23/2021,VN,Viet Nam,WPRO,12,2395,0,0
2/24/2021,VN,Viet Nam,WPRO,8,2403,0,0
2/25/2021,VN,Viet Nam,WPRO,9,2412,0,0
2/26/2021,VN,Viet Nam,WPRO,9,2421,0,0
2/27/2021,VN,Viet Nam,WPRO,5,2426,0,0
2/28/2021,VN,Viet Nam,WPRO,6,2432,0,0
3/1/2021,VN,Viet Nam,WPRO,16,2448,0,0
3/2/2021,VN,Viet Nam,WPRO,24,2472,0,0
3/3/2021,VN,Viet Nam,WPRO,3,2475,0,0
3/4/2021,VN,Viet Nam,WPRO,7,2482,0,0
3/5/2021,VN,Viet Nam,WPRO,6,2488,0,0
3/6/2021,VN,Viet Nam,WPRO,13,2501,0,0
3/7/2021,VN,Viet Nam,WPRO,8,2509,0,0
3/8/2021,VN,Viet Nam,WPRO,3,2512,0,0
3/9/2021,VN,Viet Nam,WPRO,12,2524,0,0
3/10/2021,VN,Viet Nam,WPRO,2,2526,0,0
3/11/2021,VN,Viet Nam,WPRO,3,2529,0,0
3/12/2021,VN,Viet Nam,WPRO,6,2535,0,0
3/13/2021,VN,Viet Nam,WPRO,15,2550,0,0
3/14/2021,VN,Viet Nam,WPRO,3,2553,0,0
3/15/2021,VN,Viet Nam,WPRO,1,2554,0,0
3/16/2021,VN,Viet Nam,WPRO,5,2559,0,0
3/17/2021,VN,Viet Nam,WPRO,1,2560,0,0
3/18/2021,VN,Viet Nam,WPRO,7,2567,0,0
3/19/2021,VN,Viet Nam,WPRO,3,2570,0,0
3/20/2021,VN,Viet Nam,WPRO,1,2571,0,0
3/21/2021,VN,Viet Nam,WPRO,1,2572,0,0
3/22/2021,VN,Viet Nam,WPRO,0,2572,0,0
3/23/2021,VN,Viet Nam,WPRO,3,2575,0,0
3/24/2021,VN,Viet Nam,WPRO,1,2576,0,0
3/25/2021,VN,Viet Nam,WPRO,0,2576,0,0
3/26/2021,VN,Viet Nam,WPRO,5,2581,0,0
3/27/2021,VN,Viet Nam,WPRO,5,2586,0,0
3/28/2021,VN,Viet Nam,WPRO,4,2590,0,0
3/29/2021,VN,Viet Nam,WPRO,1,2591,0,0
3/30/2021,VN,Viet Nam,WPRO,3,2594,0,0
3/31/2021,VN,Viet Nam,WPRO,0,2594,0,0
4/1/2021,VN,Viet Nam,WPRO,9,2603,0,0
4/2/2021,VN,Viet Nam,WPRO,14,2617,0,0
4/3/2021,VN,Viet Nam,WPRO,3,2620,0,0
