Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
6/23/2020,MX,Mexico,AMRO,2610,229540,692,35297
6/24/2020,MX,Mexico,AMRO,7014,236554,669,35966
6/25/2020,MX,Mexico,AMRO,6617,243171,643,36609
6/26/2020,MX,Mexico,AMRO,6369,249540,649,37258
6/27/2020,MX,Mexico,AMRO,6342,255882,627,37885
6/28/2020,MX,Mexico,AMRO,6618,262500,671,38556
6/29/2020,MX,Mexico,AMRO,3779,266279,699,39255
6/30/2020,MX,Mexico,AMRO,3065,269344,691,39946
7/1/2020,MX,Mexico,AMRO,7563,276907,760,40706
7/2/2020,MX,Mexico,AMRO,7229,284136,719,41425
7/3/2020,MX,Mexico,AMRO,7696,291832,693,42118
7/4/2020,MX,Mexico,AMRO,7100,298932,703,42821
7/5/2020,MX,Mexico,AMRO,7121,306053,706,43527
7/6/2020,MX,Mexico,AMRO,3760,309813,738,44265
7/7/2020,MX,Mexico,AMRO,3103,312916,753,45018
7/8/2020,MX,Mexico,AMRO,7883,320799,827,45845
7/9/2020,MX,Mexico,AMRO,7927,328726,824,46669
7/10/2020,MX,Mexico,AMRO,7453,336179,740,47409
7/11/2020,MX,Mexico,AMRO,7059,343238,764,48173
7/12/2020,MX,Mexico,AMRO,7221,350459,728,48901
7/13/2020,MX,Mexico,AMRO,3927,354386,742,49643
7/14/2020,MX,Mexico,AMRO,3278,357664,759,50402
7/15/2020,MX,Mexico,AMRO,8927,366591,836,51238
7/16/2020,MX,Mexico,AMRO,8463,375054,808,52046
7/17/2020,MX,Mexico,AMRO,8864,383918,804,52850
7/18/2020,MX,Mexico,AMRO,8266,392184,815,53665
7/19/2020,MX,Mexico,AMRO,8050,400234,770,54435
7/20/2020,MX,Mexico,AMRO,4453,404687,747,55182
7/21/2020,MX,Mexico,AMRO,3501,408188,803,55985
7/22/2020,MX,Mexico,AMRO,9133,417321,804,56789
7/23/2020,MX,Mexico,AMRO,8660,425981,840,57629
7/24/2020,MX,Mexico,AMRO,8304,434285,752,58381
7/25/2020,MX,Mexico,AMRO,8097,442382,785,59166
7/26/2020,MX,Mexico,AMRO,8029,450411,733,59899
7/27/2020,MX,Mexico,AMRO,4211,454622,779,60678
7/28/2020,MX,Mexico,AMRO,3070,457692,785,61463
7/29/2020,MX,Mexico,AMRO,8527,466219,809,62272
7/30/2020,MX,Mexico,AMRO,8202,474421,778,63050
7/31/2020,MX,Mexico,AMRO,7674,482095,685,63735
8/1/2020,MX,Mexico,AMRO,7576,489671,748,64483
8/2/2020,MX,Mexico,AMRO,6739,496410,674,65157
8/3/2020,MX,Mexico,AMRO,3834,500244,735,65892
8/4/2020,MX,Mexico,AMRO,2563,502807,697,66589
8/5/2020,MX,Mexico,AMRO,7537,510344,759,67348
8/6/2020,MX,Mexico,AMRO,7393,517737,777,68125
8/7/2020,MX,Mexico,AMRO,7179,524916,720,68845
8/8/2020,MX,Mexico,AMRO,6678,531594,694,69539
8/9/2020,MX,Mexico,AMRO,6630,538224,645,70184
8/10/2020,MX,Mexico,AMRO,3682,541906,682,70866
8/11/2020,MX,Mexico,AMRO,2442,544348,652,71518
8/12/2020,MX,Mexico,AMRO,7271,551619,676,72194
8/13/2020,MX,Mexico,AMRO,6881,558500,700,72894
8/14/2020,MX,Mexico,AMRO,6501,565001,618,73512
8/15/2020,MX,Mexico,AMRO,6456,571457,614,74126
8/16/2020,MX,Mexico,AMRO,6219,577676,580,74706
8/17/2020,MX,Mexico,AMRO,3255,580931,586,75292
8/18/2020,MX,Mexico,AMRO,2340,583271,576,75868
8/19/2020,MX,Mexico,AMRO,6903,590174,627,76495
8/20/2020,MX,Mexico,AMRO,6732,596906,567,77062
8/21/2020,MX,Mexico,AMRO,6299,603205,585,77647
8/22/2020,MX,Mexico,AMRO,6031,609236,565,78212
8/23/2020,MX,Mexico,AMRO,6307,615543,559,78771
8/24/2020,MX,Mexico,AMRO,3163,618706,573,79344
8/25/2020,MX,Mexico,AMRO,2356,621062,525,79869
8/26/2020,MX,Mexico,AMRO,7099,628161,541,80410
8/27/2020,MX,Mexico,AMRO,6697,634858,545,80955
8/28/2020,MX,Mexico,AMRO,7037,641895,521,81476
8/29/2020,MX,Mexico,AMRO,6541,648436,494,81970
8/30/2020,MX,Mexico,AMRO,6337,654773,532,82502
8/31/2020,MX,Mexico,AMRO,3167,657940,512,83014
9/1/2020,MX,Mexico,AMRO,2245,660185,527,83541
9/2/2020,MX,Mexico,AMRO,7044,667229,548,84089
9/3/2020,MX,Mexico,AMRO,7155,674384,508,84597
9/4/2020,MX,Mexico,AMRO,6921,681305,490,85087
9/5/2020,MX,Mexico,AMRO,6300,687605,492,85579
9/6/2020,MX,Mexico,AMRO,6041,693646,479,86058
9/7/2020,MX,Mexico,AMRO,2906,696552,463,86521
9/8/2020,MX,Mexico,AMRO,2098,698650,460,86981
9/9/2020,MX,Mexico,AMRO,6428,705078,491,87472
9/10/2020,MX,Mexico,AMRO,6629,711707,428,87900
9/11/2020,MX,Mexico,AMRO,6065,717772,482,88382
9/12/2020,MX,Mexico,AMRO,5707,723479,440,88822
9/13/2020,MX,Mexico,AMRO,5506,728985,444,89266
9/14/2020,MX,Mexico,AMRO,2815,731800,465,89731
9/15/2020,MX,Mexico,AMRO,1918,733718,403,90134
9/16/2020,MX,Mexico,AMRO,6273,739991,451,90585
9/17/2020,MX,Mexico,AMRO,4372,744363,442,91027
9/18/2020,MX,Mexico,AMRO,2251,746614,422,91449
9/19/2020,MX,Mexico,AMRO,6416,753030,401,91850
9/20/2020,MX,Mexico,AMRO,5614,758644,371,92221
9/21/2020,MX,Mexico,AMRO,2822,761466,401,92622
9/22/2020,MX,Mexico,AMRO,1865,763331,423,93045
9/23/2020,MX,Mexico,AMRO,6323,769654,409,93454
9/24/2020,MX,Mexico,AMRO,6177,775831,431,93885
9/25/2020,MX,Mexico,AMRO,5834,781665,396,94281
9/26/2020,MX,Mexico,AMRO,5408,787073,410,94691
9/27/2020,MX,Mexico,AMRO,5287,792360,370,95061
9/28/2020,MX,Mexico,AMRO,2671,795031,387,95448
9/29/2020,MX,Mexico,AMRO,1840,796871,364,95812
9/30/2020,MX,Mexico,AMRO,6304,803175,377,96189
10/1/2020,MX,Mexico,AMRO,5964,809139,373,96562
10/2/2020,MX,Mexico,AMRO,5558,814697,353,96915
10/3/2020,MX,Mexico,AMRO,5293,819990,365,97280
10/4/2020,MX,Mexico,AMRO,5006,824996,367,97647
10/5/2020,MX,Mexico,AMRO,2458,827454,364,98011
10/6/2020,MX,Mexico,AMRO,1769,829223,347,98358
10/7/2020,MX,Mexico,AMRO,5934,835157,374,98732
10/8/2020,MX,Mexico,AMRO,5956,841113,363,99095
10/9/2020,MX,Mexico,AMRO,5775,846888,357,99452
10/10/2020,MX,Mexico,AMRO,5513,852401,357,99809
10/11/2020,MX,Mexico,AMRO,5666,858067,326,100135
10/12/2020,MX,Mexico,AMRO,3041,861108,384,100519
10/13/2020,MX,Mexico,AMRO,2218,863326,363,100882
10/14/2020,MX,Mexico,AMRO,6827,870153,422,101304
10/15/2020,MX,Mexico,AMRO,7135,877288,384,101688
10/16/2020,MX,Mexico,AMRO,6476,883764,372,102060
10/17/2020,MX,Mexico,AMRO,6466,890230,396,102456
10/18/2020,MX,Mexico,AMRO,6615,896845,368,102824
10/19/2020,MX,Mexico,AMRO,3354,900199,397,103221
10/20/2020,MX,Mexico,AMRO,2369,902568,401,103622
10/21/2020,MX,Mexico,AMRO,8233,910801,472,104094
10/22/2020,MX,Mexico,AMRO,8394,919195,437,104531
10/23/2020,MX,Mexico,AMRO,7420,926615,477,105008
10/24/2020,MX,Mexico,AMRO,7296,933911,463,105471
10/25/2020,MX,Mexico,AMRO,7235,941146,460,105931
10/26/2020,MX,Mexico,AMRO,3503,944649,445,106376
10/27/2020,MX,Mexico,AMRO,2474,947123,486,106862
10/28/2020,MX,Mexico,AMRO,8411,955534,500,107362
10/29/2020,MX,Mexico,AMRO,7949,963483,463,107825
10/30/2020,MX,Mexico,AMRO,7185,970668,481,108306
10/31/2020,MX,Mexico,AMRO,6873,977541,491,108797
11/1/2020,MX,Mexico,AMRO,6284,983825,470,109267
11/2/2020,MX,Mexico,AMRO,3019,986844,450,109717
11/3/2020,MX,Mexico,AMRO,2172,989016,459,110176
11/4/2020,MX,Mexico,AMRO,5171,994187,511,110687
11/5/2020,MX,Mexico,AMRO,8087,1002274,494,111181
11/6/2020,MX,Mexico,AMRO,7637,1009911,494,111675
11/7/2020,MX,Mexico,AMRO,7557,1017468,522,112197
11/8/2020,MX,Mexico,AMRO,7098,1024566,552,112749
11/9/2020,MX,Mexico,AMRO,3545,1028111,474,113223
11/10/2020,MX,Mexico,AMRO,2652,1030763,499,113722
11/11/2020,MX,Mexico,AMRO,8974,1039737,521,114243
11/12/2020,MX,Mexico,AMRO,8939,1048676,486,114729
11/13/2020,MX,Mexico,AMRO,8358,1057034,518,115247
11/14/2020,MX,Mexico,AMRO,8151,1065185,546,115793
11/15/2020,MX,Mexico,AMRO,7581,1072766,517,116310
11/16/2020,MX,Mexico,AMRO,3908,1076674,508,116818
11/17/2020,MX,Mexico,AMRO,2641,1079315,514,117332
11/18/2020,MX,Mexico,AMRO,3313,1082628,517,117849
11/19/2020,MX,Mexico,AMRO,9625,1092253,568,118417
11/20/2020,MX,Mexico,AMRO,8719,1100972,534,118951
11/21/2020,MX,Mexico,AMRO,8215,1109187,496,119447
11/22/2020,MX,Mexico,AMRO,8395,1117582,572,120019
11/23/2020,MX,Mexico,AMRO,4220,1121802,557,120576
11/24/2020,MX,Mexico,AMRO,2785,1124587,625,121201
11/25/2020,MX,Mexico,AMRO,10361,1134948,565,121766
11/26/2020,MX,Mexico,AMRO,10287,1145235,571,122337
11/27/2020,MX,Mexico,AMRO,9586,1154821,550,122887
11/28/2020,MX,Mexico,AMRO,9600,1164421,572,123459
11/29/2020,MX,Mexico,AMRO,9618,1174039,620,124079
11/30/2020,MX,Mexico,AMRO,4896,1178935,563,124642
12/1/2020,MX,Mexico,AMRO,3013,1181948,578,125220
12/2/2020,MX,Mexico,AMRO,10934,1192882,644,125864
12/3/2020,MX,Mexico,AMRO,11633,1204515,657,126521
12/4/2020,MX,Mexico,AMRO,11466,1215981,611,127132
12/5/2020,MX,Mexico,AMRO,11219,1227200,594,127726
12/6/2020,MX,Mexico,AMRO,10915,1238115,588,128314
12/7/2020,MX,Mexico,AMRO,5998,1244113,644,128958
12/8/2020,MX,Mexico,AMRO,3178,1247291,639,129597
12/9/2020,MX,Mexico,AMRO,13110,1260401,674,130271
12/10/2020,MX,Mexico,AMRO,13007,1273408,633,130904
12/11/2020,MX,Mexico,AMRO,12502,1285910,688,131592
12/12/2020,MX,Mexico,AMRO,12756,1298666,670,132262
12/13/2020,MX,Mexico,AMRO,12499,1311165,696,132958
12/14/2020,MX,Mexico,AMRO,6902,1318067,725,133683
12/15/2020,MX,Mexico,AMRO,3422,1321489,705,134388
12/16/2020,MX,Mexico,AMRO,14381,1335870,744,135132
12/17/2020,MX,Mexico,AMRO,14046,1349916,749,135881
12/18/2020,MX,Mexico,AMRO,13331,1363247,736,136617
12/19/2020,MX,Mexico,AMRO,12800,1376047,740,137357
12/20/2020,MX,Mexico,AMRO,12551,1388598,758,138115
12/21/2020,MX,Mexico,AMRO,6616,1395214,799,138914
12/22/2020,MX,Mexico,AMRO,3799,1399013,778,139692
12/23/2020,MX,Mexico,AMRO,14476,1413489,887,140579
12/24/2020,MX,Mexico,AMRO,13887,1427376,810,141389
12/25/2020,MX,Mexico,AMRO,12823,1440199,822,142211
12/26/2020,MX,Mexico,AMRO,10480,1450679,843,143054
12/27/2020,MX,Mexico,AMRO,2735,1453414,836,143890
12/28/2020,MX,Mexico,AMRO,5933,1459347,881,144771
12/29/2020,MX,Mexico,AMRO,4397,1463744,916,145687
12/30/2020,MX,Mexico,AMRO,16224,1479968,965,146652
12/31/2020,MX,Mexico,AMRO,16099,1496067,971,147623
1/1/2021,MX,Mexico,AMRO,14728,1510795,946,148569
1/2/2021,MX,Mexico,AMRO,12083,1522878,886,149455
1/3/2021,MX,Mexico,AMRO,3413,1526291,987,150442
1/4/2021,MX,Mexico,AMRO,6948,1533239,993,151435
1/5/2021,MX,Mexico,AMRO,5274,1538513,1037,152472
1/6/2021,MX,Mexico,AMRO,18556,1557069,1112,153584
1/7/2021,MX,Mexico,AMRO,18821,1575890,1069,154653
1/8/2021,MX,Mexico,AMRO,18409,1594299,1160,155813
1/9/2021,MX,Mexico,AMRO,18766,1613065,1064,156877
1/10/2021,MX,Mexico,AMRO,18601,1631666,1197,158074
1/11/2021,MX,Mexico,AMRO,9842,1641508,1143,159217
1/12/2021,MX,Mexico,AMRO,5663,1647171,1215,160432
1/13/2021,MX,Mexico,AMRO,21044,1668215,1315,161747
1/14/2021,MX,Mexico,AMRO,19503,1687718,1238,162985
1/15/2021,MX,Mexico,AMRO,18651,1706369,1247,164232
1/16/2021,MX,Mexico,AMRO,18371,1724740,1271,165503
1/17/2021,MX,Mexico,AMRO,17514,1742254,1316,166819
1/18/2021,MX,Mexico,AMRO,9441,1751695,1294,168113
1/19/2021,MX,Mexico,AMRO,5329,1757024,1402,169515
1/20/2021,MX,Mexico,AMRO,19675,1776699,1409,170924
1/21/2021,MX,Mexico,AMRO,19046,1795745,1447,172371
1/22/2021,MX,Mexico,AMRO,17478,1813223,1495,173866
1/23/2021,MX,Mexico,AMRO,16925,1830148,1435,175301
1/24/2021,MX,Mexico,AMRO,16480,1846628,1395,176696
1/25/2021,MX,Mexico,AMRO,8803,1855431,1354,178050
1/26/2021,MX,Mexico,AMRO,4749,1860180,1423,179473
1/27/2021,MX,Mexico,AMRO,18196,1878376,1478,180951
1/28/2021,MX,Mexico,AMRO,17063,1895439,1419,182370
1/29/2021,MX,Mexico,AMRO,14919,1910358,1325,183695
1/30/2021,MX,Mexico,AMRO,14026,1924384,1249,184944
1/31/2021,MX,Mexico,AMRO,12367,1936751,1247,186191
2/1/2021,MX,Mexico,AMRO,6812,1943563,1239,187430
2/2/2021,MX,Mexico,AMRO,3709,1947272,1181,188611
2/3/2021,MX,Mexico,AMRO,4722,1951994,1296,189907
2/4/2021,MX,Mexico,AMRO,13447,1965441,1264,191171
2/5/2021,MX,Mexico,AMRO,11873,1977314,1172,192343
2/6/2021,MX,Mexico,AMRO,10835,1988149,1091,193434
2/7/2021,MX,Mexico,AMRO,10200,1998349,1049,194483
2/8/2021,MX,Mexico,AMRO,5345,2003694,1050,195533
2/9/2021,MX,Mexico,AMRO,2762,2006456,968,196501
2/10/2021,MX,Mexico,AMRO,11671,2018127,1072,197573
2/11/2021,MX,Mexico,AMRO,9323,2027450,972,198545
2/12/2021,MX,Mexico,AMRO,8532,2035982,888,199433
2/13/2021,MX,Mexico,AMRO,7836,2043818,924,200357
2/14/2021,MX,Mexico,AMRO,7723,2051541,857,201214
2/15/2021,MX,Mexico,AMRO,4001,2055542,771,201985
2/16/2021,MX,Mexico,AMRO,2172,2057714,790,202775
2/17/2021,MX,Mexico,AMRO,8342,2066056,804,203579
2/18/2021,MX,Mexico,AMRO,7802,2073858,782,204361
2/19/2021,MX,Mexico,AMRO,7038,2080896,758,205119
2/20/2021,MX,Mexico,AMRO,6982,2087878,687,205806
2/21/2021,MX,Mexico,AMRO,6799,2094677,729,206535
2/22/2021,MX,Mexico,AMRO,3433,2098110,620,207155
2/23/2021,MX,Mexico,AMRO,2050,2100160,721,207876
2/24/2021,MX,Mexico,AMRO,8649,2108809,732,208608
2/25/2021,MX,Mexico,AMRO,7520,2116329,611,209219
2/26/2021,MX,Mexico,AMRO,6878,2123207,602,209821
2/27/2021,MX,Mexico,AMRO,6788,2129995,589,210410
2/28/2021,MX,Mexico,AMRO,6886,2136881,574,210984
3/1/2021,MX,Mexico,AMRO,3509,2140390,588,211572
3/2/2021,MX,Mexico,AMRO,2116,2142506,597,212169
3/3/2021,MX,Mexico,AMRO,8675,2151181,584,212753
3/4/2021,MX,Mexico,AMRO,6955,2158136,567,213320
3/5/2021,MX,Mexico,AMRO,6589,2164725,514,213834
3/6/2021,MX,Mexico,AMRO,6334,2171059,516,214350
3/7/2021,MX,Mexico,AMRO,6014,2177073,523,214873
3/8/2021,MX,Mexico,AMRO,3066,2180139,487,215360
3/9/2021,MX,Mexico,AMRO,2001,2182140,489,215849
3/10/2021,MX,Mexico,AMRO,7093,2189233,521,216370
3/11/2021,MX,Mexico,AMRO,5976,2195209,468,216838
3/12/2021,MX,Mexico,AMRO,5529,2200738,539,217377
3/13/2021,MX,Mexico,AMRO,5373,2206111,493,217870
3/14/2021,MX,Mexico,AMRO,5267,2211378,414,218284
3/15/2021,MX,Mexico,AMRO,2671,2214049,435,218719
3/16/2021,MX,Mexico,AMRO,1562,2215611,466,219185
3/17/2021,MX,Mexico,AMRO,2151,2217762,415,219600
3/18/2021,MX,Mexico,AMRO,6785,2224547,395,219995
3/19/2021,MX,Mexico,AMRO,5314,2229861,407,220402
3/20/2021,MX,Mexico,AMRO,5042,2234903,376,220778
3/21/2021,MX,Mexico,AMRO,4777,2239680,387,221165
3/22/2021,MX,Mexico,AMRO,2441,2242121,354,221519
3/23/2021,MX,Mexico,AMRO,1559,2243680,383,221902
3/24/2021,MX,Mexico,AMRO,5947,2249627,364,222266
3/25/2021,MX,Mexico,AMRO,5223,2254850,403,222669
3/26/2021,MX,Mexico,AMRO,4670,2259520,346,223015
3/27/2021,MX,Mexico,AMRO,4623,2264143,302,223317
3/28/2021,MX,Mexico,AMRO,4201,2268344,290,223607
3/29/2021,MX,Mexico,AMRO,2263,2270607,321,223928
3/30/2021,MX,Mexico,AMRO,1328,2271935,358,224286
3/31/2021,MX,Mexico,AMRO,5317,2277252,340,224626
4/1/2021,MX,Mexico,AMRO,4462,2281714,322,224948
4/2/2021,MX,Mexico,AMRO,4046,2285760,320,225268
4/3/2021,MX,Mexico,AMRO,2096,2287856,302,225570
4/4/2021,MX,Mexico,AMRO,1706,2289562,310,225880
4/5/2021,MX,Mexico,AMRO,1617,2291179,306,226186
4/6/2021,MX,Mexico,AMRO,1434,2292613,272,226458
4/7/2021,MX,Mexico,AMRO,5561,2298174,315,226773
4/8/2021,MX,Mexico,AMRO,4658,2302832,279,227052
4/9/2021,MX,Mexico,AMRO,4425,2307257,312,227364
4/10/2021,MX,Mexico,AMRO,4253,2311510,293,227657
4/11/2021,MX,Mexico,AMRO,4063,2315573,283,227940
4/12/2021,MX,Mexico,AMRO,2231,2317804,279,228219
4/13/2021,MX,Mexico,AMRO,1210,2319014,273,228492
4/14/2021,MX,Mexico,AMRO,5099,2324113,261,228753
4/15/2021,MX,Mexico,AMRO,4257,2328370,298,229051
4/16/2021,MX,Mexico,AMRO,3853,2332223,275,229326
4/17/2021,MX,Mexico,AMRO,3783,2336006,283,229609
4/18/2021,MX,Mexico,AMRO,3334,2339340,254,229863
4/19/2021,MX,Mexico,AMRO,1690,2341030,264,230127
4/20/2021,MX,Mexico,AMRO,1101,2342131,212,230339
4/21/2021,MX,Mexico,AMRO,4350,2346481,234,230573
4/22/2021,MX,Mexico,AMRO,3667,2350148,255,230828
4/23/2021,MX,Mexico,AMRO,3639,2353787,231,231059
4/24/2021,MX,Mexico,AMRO,3287,2357074,206,231265
4/25/2021,MX,Mexico,AMRO,3191,2360265,209,231474
4/26/2021,MX,Mexico,AMRO,1748,2362013,211,231685
4/27/2021,MX,Mexico,AMRO,1072,2363085,201,231886
4/28/2021,MX,Mexico,AMRO,3996,2367081,218,232104
4/29/2021,MX,Mexico,AMRO,3460,2370541,199,232303
4/30/2021,MX,Mexico,AMRO,3184,2373725,199,232502
5/1/2021,MX,Mexico,AMRO,2981,2376706,211,232713
5/2/2021,MX,Mexico,AMRO,2701,2379407,161,232874
5/3/2021,MX,Mexico,AMRO,1002,2380409,178,233052
5/4/2021,MX,Mexico,AMRO,956,2381365,192,233244
5/5/2021,MX,Mexico,AMRO,3440,2384805,170,233414
5/6/2021,MX,Mexico,AMRO,2905,2387710,158,233572
5/7/2021,MX,Mexico,AMRO,2591,2390301,178,233750
5/8/2021,MX,Mexico,AMRO,2779,2393080,154,233904
5/9/2021,MX,Mexico,AMRO,2502,2395582,134,234038
5/10/2021,MX,Mexico,AMRO,1280,2396862,134,234172
5/11/2021,MX,Mexico,AMRO,782,2397644,151,234323
5/12/2021,MX,Mexico,AMRO,1731,2399375,167,234490
5/13/2021,MX,Mexico,AMRO,3199,2402574,128,234618
5/14/2021,MX,Mexico,AMRO,2635,2405209,139,234757
5/15/2021,MX,Mexico,AMRO,2374,2407583,112,234869
5/16/2021,MX,Mexico,AMRO,2481,2410064,132,235001
5/17/2021,MX,Mexico,AMRO,1212,2411276,110,235111
5/18/2021,MX,Mexico,AMRO,773,2412049,126,235237
5/19/2021,MX,Mexico,AMRO,2894,2414943,133,235370
5/20/2021,MX,Mexico,AMRO,2581,2417524,133,235503
5/21/2021,MX,Mexico,AMRO,2489,2420013,118,235621
5/22/2021,MX,Mexico,AMRO,2413,2422426,102,235723
5/23/2021,MX,Mexico,AMRO,2388,2424814,105,235828
5/24/2021,MX,Mexico,AMRO,1150,2425964,86,235914
5/25/2021,MX,Mexico,AMRO,799,2426763,125,236039
5/26/2021,MX,Mexico,AMRO,2956,2429719,115,236154
5/27/2021,MX,Mexico,AMRO,2717,2432436,112,236266
5/28/2021,MX,Mexico,AMRO,2634,2435070,98,236364
5/29/2021,MX,Mexico,AMRO,2558,2437628,108,236472
5/30/2021,MX,Mexico,AMRO,2499,2440127,102,236574
5/31/2021,MX,Mexico,AMRO,1139,2441266,96,236670
6/1/2021,MX,Mexico,AMRO,932,2442198,96,236766
6/2/2021,MX,Mexico,AMRO,3080,2445278,112,236878
6/3/2021,MX,Mexico,AMRO,2808,2448086,98,236976
6/4/2021,MX,Mexico,AMRO,2812,2450898,93,237069
6/5/2021,MX,Mexico,AMRO,2655,2453553,69,237138
6/6/2021,MX,Mexico,AMRO,2767,2456320,90,237228
6/7/2021,MX,Mexico,AMRO,1350,2457670,105,237333
6/8/2021,MX,Mexico,AMRO,843,2458513,89,237422
6/9/2021,MX,Mexico,AMRO,3683,2462196,105,237527
6/10/2021,MX,Mexico,AMRO,3589,2465785,108,237635
6/11/2021,MX,Mexico,AMRO,3389,2469174,96,237731
6/12/2021,MX,Mexico,AMRO,3308,2472482,88,237819
6/13/2021,MX,Mexico,AMRO,3289,2475771,117,237936
6/14/2021,MX,Mexico,AMRO,1710,2477481,79,238015
6/15/2021,MX,Mexico,AMRO,1095,2478576,85,238100
6/16/2021,MX,Mexico,AMRO,4217,2482793,105,238205
6/17/2021,MX,Mexico,AMRO,3877,2486670,104,238309
6/18/2021,MX,Mexico,AMRO,3937,2490607,104,238413
6/19/2021,MX,Mexico,AMRO,3970,2494577,107,238520
6/20/2021,MX,Mexico,AMRO,3973,2498550,102,238622
6/21/2021,MX,Mexico,AMRO,2064,2500614,95,238717
6/22/2021,MX,Mexico,AMRO,1272,2501886,125,238842
6/23/2021,MX,Mexico,AMRO,5314,2507200,119,238961
6/24/2021,MX,Mexico,AMRO,5178,2512378,107,239068
6/25/2021,MX,Mexico,AMRO,5344,2517722,107,239175
6/26/2021,MX,Mexico,AMRO,5343,2523065,101,239276
6/27/2021,MX,Mexico,AMRO,5223,2528288,115,239391
6/28/2021,MX,Mexico,AMRO,2749,2531037,117,239508
6/29/2021,MX,Mexico,AMRO,1708,2532745,121,239629
6/30/2021,MX,Mexico,AMRO,6966,2539711,134,239763
7/1/2021,MX,Mexico,AMRO,6439,2546150,131,239894
7/2/2021,MX,Mexico,AMRO,6263,2552413,136,240030
7/3/2021,MX,Mexico,AMRO,6527,2558940,150,240180
7/4/2021,MX,Mexico,AMRO,6771,2565711,142,240322
7/5/2021,MX,Mexico,AMRO,3466,2569177,125,240447
7/6/2021,MX,Mexico,AMRO,2268,2571445,160,240607
7/7/2021,MX,Mexico,AMRO,9301,2580746,155,240762
7/8/2021,MX,Mexico,AMRO,9318,2590064,181,240943
7/9/2021,MX,Mexico,AMRO,10106,2600170,171,241114
7/10/2021,MX,Mexico,AMRO,10118,2610288,165,241279
7/11/2021,MX,Mexico,AMRO,10529,2620817,157,241436
7/12/2021,MX,Mexico,AMRO,5323,2626140,173,241609
7/13/2021,MX,Mexico,AMRO,3529,2629669,187,241796
7/14/2021,MX,Mexico,AMRO,13965,2643634,227,242023
7/15/2021,MX,Mexico,AMRO,14070,2657704,181,242204
7/16/2021,MX,Mexico,AMRO,13947,2671651,226,242430
7/17/2021,MX,Mexico,AMRO,13581,2685232,228,242658
7/18/2021,MX,Mexico,AMRO,14100,2699332,238,242896
7/19/2021,MX,Mexico,AMRO,6905,2706237,252,243148
7/20/2021,MX,Mexico,AMRO,4688,2710925,270,243418
7/21/2021,MX,Mexico,AMRO,18208,2729133,313,243731
7/22/2021,MX,Mexico,AMRO,18365,2747498,329,244060
7/23/2021,MX,Mexico,AMRO,17945,2765443,348,244408
7/24/2021,MX,Mexico,AMRO,18864,2784307,308,244716
7/25/2021,MX,Mexico,AMRO,18020,2802327,377,245093
7/26/2021,MX,Mexico,AMRO,8730,2811057,342,245435
7/27/2021,MX,Mexico,AMRO,6385,2817442,398,245833
7/28/2021,MX,Mexico,AMRO,22782,2840224,458,246291
7/29/2021,MX,Mexico,AMRO,22172,2862396,460,246751
7/30/2021,MX,Mexico,AMRO,20708,2883104,478,247229
7/31/2021,MX,Mexico,AMRO,21408,2904512,472,247701
8/1/2021,MX,Mexico,AMRO,20126,2924638,527,248228
8/2/2021,MX,Mexico,AMRO,9386,2934024,537,248765
8/3/2021,MX,Mexico,AMRO,7336,2941360,570,249335
8/4/2021,MX,Mexico,AMRO,23616,2964976,649,249984
8/5/2021,MX,Mexico,AMRO,22984,2987960,584,250568
8/6/2021,MX,Mexico,AMRO,21739,3009699,591,251159
8/7/2021,MX,Mexico,AMRO,21976,3031675,633,251792
8/8/2021,MX,Mexico,AMRO,21245,3052920,627,252419
8/9/2021,MX,Mexico,AMRO,10090,3063010,643,253062
8/10/2021,MX,Mexico,AMRO,7570,3070580,655,253717
8/11/2021,MX,Mexico,AMRO,25605,3096185,751,254468
8/12/2021,MX,Mexico,AMRO,24742,3120927,718,255186
8/13/2021,MX,Mexico,AMRO,23151,3144078,713,255899
8/14/2021,MX,Mexico,AMRO,22322,3166400,719,256618
8/15/2021,MX,Mexico,AMRO,21661,3188061,710,257328
8/16/2021,MX,Mexico,AMRO,9525,3197586,746,258074
8/17/2021,MX,Mexico,AMRO,6787,3204373,773,258847
8/18/2021,MX,Mexico,AMRO,24481,3228854,816,259663
8/19/2021,MX,Mexico,AMRO,22004,3250858,758,260421
8/20/2021,MX,Mexico,AMRO,20961,3271819,882,261303
8/21/2021,MX,Mexico,AMRO,19076,3290895,784,262087
8/22/2021,MX,Mexico,AMRO,18049,3308944,769,262856
8/23/2021,MX,Mexico,AMRO,7668,3316612,817,263673
8/24/2021,MX,Mexico,AMRO,5924,3322536,743,264416
8/25/2021,MX,Mexico,AMRO,21305,3343841,870,265286
8/26/2021,MX,Mexico,AMRO,18781,3362622,821,266107
8/27/2021,MX,Mexico,AMRO,17319,3379941,755,266862
8/28/2021,MX,Mexico,AMRO,16288,3396229,796,267658
8/29/2021,MX,Mexico,AMRO,15730,3411959,737,268395
8/30/2021,MX,Mexico,AMRO,7062,3419021,744,269139
8/31/2021,MX,Mexico,AMRO,4814,3423835,766,269905
9/1/2021,MX,Mexico,AMRO,17773,3441608,751,270656
9/2/2021,MX,Mexico,AMRO,15638,3457246,765,271421
9/3/2021,MX,Mexico,AMRO,14760,3472006,703,272124
9/4/2021,MX,Mexico,AMRO,13942,3485948,683,272807
